game_id,HomeTeam,AwayTeam,home_score,away_score,season,datetime,elo_home,elo_away
2017-11-25Man UnitedBrighton,Man United,Brighton,1.0,0.0,2017/2018,2017-11-25,1038.0977387651708,919.1056630185831
2017-11-25NewcastleWatford,Newcastle,Watford,0.0,3.0,2017/2018,2017-11-25,566.4345890590484,610.2147601682277
2017-11-25SwanseaBournemouth,Swansea,Bournemouth,0.0,0.0,2017/2018,2017-11-25,643.1634244361786,670.3940249336669
2017-11-25TottenhamWest Brom,Tottenham,West Brom,1.0,1.0,2017/2018,2017-11-25,1251.19651191968,610.0353369442204
2017-11-26BurnleyArsenal,Burnley,Arsenal,0.0,1.0,2017/2018,2017-11-26,668.8774666842816,1031.3541102441336
2017-11-26HuddersfieldMan City,Huddersfield,Man City,1.0,2.0,2017/2018,2017-11-26,557.9107293411929,1367.317377942185
2017-11-26SouthamptonEverton,Southampton,Everton,4.0,1.0,2017/2018,2017-11-26,658.7162375255664,757.192471588638
2017-11-28BrightonCrystal Palace,Brighton,Crystal Palace,0.0,0.0,2017/2018,2017-11-28,918.9166392026501,515.0255959041249
2017-11-28LeicesterTottenham,Leicester,Tottenham,2.0,1.0,2017/2018,2017-11-28,651.6616504392996,1254.0498894087452
2017-11-28WatfordMan United,Watford,Man United,2.0,4.0,2017/2018,2017-11-28,611.4900637288323,1045.4204726583025
2017-11-28West BromNewcastle,West Brom,Newcastle,2.0,2.0,2017/2018,2017-11-28,612.0657361949301,573.7605891956459
2017-11-29ArsenalHuddersfield,Arsenal,Huddersfield,5.0,0.0,2017/2018,2017-11-29,1026.7861780781832,558.4601134555749
2017-11-29BournemouthBurnley,Bournemouth,Burnley,1.0,2.0,2017/2018,2017-11-29,666.5308133805759,674.9680182903388
2017-11-29ChelseaSwansea,Chelsea,Swansea,1.0,0.0,2017/2018,2017-11-29,1104.0786232952396,641.6992426544539
2017-11-29EvertonWest Ham,Everton,West Ham,4.0,0.0,2017/2018,2017-11-29,768.8842221124003,496.6738126414594
2017-11-29Man CitySouthampton,Man City,Southampton,2.0,1.0,2017/2018,2017-11-29,1376.1558207536727,661.3541564957267
2017-11-29StokeLiverpool,Stoke,Liverpool,0.0,3.0,2017/2018,2017-11-29,528.1243013989449,1051.6383346137195
2017-12-02ArsenalMan United,Arsenal,Man United,1.0,3.0,2017/2018,2017-12-02,1012.3162455237311,1059.0158811472847
